,OBSPROJECT_UID,PI,PRJ_NAME,CODE,PRJ_SCIENTIFIC_RANK,PRJ_VERSION,PRJ_LETTER_GRADE,PRJ_STATUS,OBSPROPOSAL_UID,EXEC,timestamp,xmlfile,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,APRCRank,APRCGrade,OBSREVIEW_UID
1162,uid://A001/X1ee/X35b,jms,Extreme Multiplicity of Submm Sources,2015.1.00429.S,603.0,0,C,Phase1Submitted,uid://A001/X1ee/X35c,EU,0,uid___A001_X1ee_X35b.xml,1,7.0,1.2,0.0,0.0,0.0,603,U,uid://A001/X201/X11f
1163,uid://A001/X1ee/X374,arlyo98,Nearby long-lived transition disks in the 8 Myr-old Eta Chamaeleontis cluster,2015.1.00434.S,1110.0,0,C,Phase1Submitted,uid://A001/X1ee/X375,EA,0,uid___A001_X1ee_X374.xml,4,7.0,2.2,0.0,0.0,0.0,1110,U,uid://A001/X201/X15a
1164,uid://A001/X1ee/X559,mlacy,Anatomy of a jet-cloud interaction and starburst in Minkowski's Object,2015.1.00570.S,241.0,0,B,Phase1Submitted,uid://A001/X1ee/X55a,NA,0,uid___A001_X1ee_X559.xml,2,3.0,4.8,0.0,0.0,0.0,241,B,uid://A001/X200/X83d
1165,uid://A001/X1ee/Xeb,imarvi,Where does the Faraday rotation in M87 come from?,2015.1.00245.S,620.0,0,C,Phase1Submitted,uid://A001/X1ee/Xec,EU,0,uid___A001_X1ee_Xeb.xml,2,36.0,6.0,0.0,0.0,6.0,620,C,uid://A001/X200/X146
1166,uid://A001/X1ee/X738,kakiyama,Probing the inner-most region of the relativistic jet in extreme TeV blazars II,2015.1.00720.S,824.0,0,C,Phase1Submitted,uid://A001/X1ee/X739,EA,0,uid___A001_X1ee_X738.xml,2,47.0,2.5,0.0,0.0,0.0,824,C,uid://A001/X200/X29d
1167,uid://A001/X1ee/X12c,csanchez,Active jet sculpting of bipolar winds at the heart of the PPN He3-1475,2015.1.00266.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X12d,EU,0,uid___A001_X1ee_X12c.xml,5,7.0,8.6,0.0,0.0,0.0,1386,U,uid://A001/X201/X300
1168,uid://A001/X1ed/X124,naslimn,Resolving the Photodissociation region associated with N55 in the LMC,2015.1.00267.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X125,EA,0,uid___A001_X1ed_X124.xml,3,36.0,4.3,0.0,0.0,2.7,1487,U,uid://A001/X200/X200
1169,uid://A001/X1ed/X13d,kazsliwa,The Warm Molecular Gas of VV 114,2015.1.00273.S,632.0,0,C,Phase1Submitted,uid://A001/X1ed/X13e,NA,0,uid___A001_X1ed_X13d.xml,2,978.0,4.4,6.2,2.8,3.1,632,U,uid://A001/X201/X308
1170,uid://A001/X1ee/X1264,satoko,Kinematic Study of the Youngest Interemediate-mass Protostars in Orion,2015.1.01476.S,659.0,0,C,Phase1Submitted,uid://A001/X1ee/X1265,EA,0,uid___A001_X1ee_X1264.xml,3,7.0,5.2,3.4,6.9,0.0,659,U,uid://A001/X201/Xd11
1171,uid://A001/X1ee/Xb01,tmichiyama,Chemical Composition in a Merging Galaxy NGC3256,2015.1.00993.S,423.0,0,B,Phase1Submitted,uid://A001/X1ee/Xb02,EA,0,uid___A001_X1ee_Xb01.xml,2,3.0,6.0,0.0,0.0,0.0,423,B,uid://A001/X200/Xe67
1172,uid://A001/X1ee/X1357,rebecaso,The anomalous isotopic abundance ratios in the water fountain IRAS 16342-3814,2015.1.01517.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X1358,EU,0,uid___A001_X1ee_X1357.xml,5,97.0,5.1,0.0,0.0,2.9,1355,U,uid://A001/X200/X128f
1173,uid://A001/X1ee/X94e,iyoon,NGC 4536: closer look at a mini-supermassive black hole and its circumnuclear ring,2015.1.00873.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X94f,EU,0,uid___A001_X1ee_X94e.xml,2,6.0,3.0,0.0,0.0,0.0,1501,U,uid://A001/X200/Xb46
1174,uid://A001/X1b3/X38,sviaene,NGC 5626,2015.1.00067.S,999999.0,0,C,Phase1Submitted,uid://A001/X1b3/X39,EU,0,uid___A001_X1b3_X38.xml,2,7.0,9.1,0.0,0.0,0.0,1170,U,uid://A001/X200/X143f
1175,uid://A001/X1ee/X1cc,djohnstone,Searching for Accretion Luminosity Variability in Deeply Embedded Protostars,2015.1.00310.S,105.0,0,B,Phase1Submitted,uid://A001/X1ee/X1cd,NA,0,uid___A001_X1ee_X1cc.xml,3,6.0,0.8,0.0,0.0,0.0,105,B,uid://A001/X200/X64d
1176,uid://A001/X1ed/X63f,gbower,Seeing to the Event Horizon:  Terahertz Spectra of Sagittarius A*,2015.1.00655.S,90579.0,0,D,Phase1Submitted,uid://A001/X1ed/X640,EA,0,uid___A001_X1ed_X63f.xml,2,96.0,4.5,0.0,0.0,3.4,90579,I,uid://A001/X201/X1af
1177,uid://A001/X1ed/Xe3a,aweiss,Molecular gas excitation in z=0.7 main sequence galaxies,2015.1.01212.S,125.0,0,B,Phase1Submitted,uid://A001/X1ed/Xe3b,EU,0,uid___A001_X1ed_Xe3a.xml,1,876.0,9.9,0.0,0.0,8.2,125,B,uid://A001/X201/Xc92
1178,uid://A001/X1ee/Xe8f,cespaillat,Signs of aging in gapped disks,2015.1.01230.S,1025.0,0,C,Phase1Submitted,uid://A001/X1ee/Xe90,NA,0,uid___A001_X1ee_Xe8f.xml,4,6.0,2.7,0.0,0.0,2.7,1025,U,uid://A001/X200/Xed1
1179,uid://A001/X1ee/X119a,grant,Origin of gas and extreme dust in the young HD 98800 multiple system,2015.1.01428.S,706.0,0,C,Phase1Submitted,uid://A001/X1ee/X119b,EU,0,uid___A001_X1ee_X119a.xml,4,7.0,4.4,0.0,0.0,4.4,706,U,uid://A001/X201/Xb30
1180,uid://A001/X1ed/X91c,mtruiz,First zoom on an extremely young brown dwarf,2015.1.00865.S,358.0,0,B,Phase1Submitted,uid://A001/X1ed/X91d,CL,0,uid___A001_X1ed_X91c.xml,3,6.0,1.1,0.0,0.0,0.0,358,B,uid://A001/X200/Xad8
1181,uid://A001/X1ee/Xc4,mkrips,Atomic Carbon in nearby active galaxies,2015.1.00234.S,431.0,0,C,Phase1Submitted,uid://A001/X1ee/Xc5,EU,0,uid___A001_X1ee_Xc4.xml,2,8.0,4.4,3.2,0.0,4.4,431,U,uid://A001/X200/X12e
1182,uid://A001/X1ee/Xa5b,dacunha,A complete census of dust in sub-millimeter galaxies,2015.1.00948.S,88.0,0,B,Phase1Submitted,uid://A001/X1ee/Xa5c,OTHER,0,uid___A001_X1ee_Xa5b.xml,1,49.0,9.5,0.0,0.0,3.2,88,B,uid://A001/X200/Xcd9
1183,uid://A001/X1ee/X157,rcesaroni,Lyman excess and accretion in OB-type (proto)stars,2015.1.00280.S,97.0,0,A,Phase1Submitted,uid://A001/X1ee/X158,EU,0,uid___A001_X1ee_X157.xml,3,3.0,2.3,0.0,0.0,0.0,97,A,uid://A001/X200/X2b2
1184,uid://A001/X1b1/X148,timkempen,The atomic jet of IRAS 15398-3359,2015.1.00136.S,999999.0,0,C,Phase1Submitted,uid://A001/X1b1/X149,EU,0,uid___A001_X1b1_X148.xml,3,8.0,6.8,0.0,0.0,6.8,1480,U,uid://A001/X200/X1724
1185,uid://A001/X1ee/Xf,wdent,The Vega debris disk: narrow ring or broad belt?,2015.1.00182.S,352.0,0,C,Phase1Submitted,uid://A001/X1ee/X10,EU,0,uid___A001_X1ee_Xf.xml,4,6.0,3.0,7.4,0.0,0.0,352,C,uid://A001/X200/X17c6
1186,uid://A001/X1ee/X1424,etshimoni,Unveiling chemical compositions of high-mass star-forming cores in low metallicity galaxies,2015.1.01551.S,853.0,0,C,Phase1Submitted,uid://A001/X1ee/X1425,EA,0,uid___A001_X1ee_X1424.xml,3,67.0,5.0,0.0,0.0,0.0,853,U,uid://A001/X200/X15ab
1187,uid://A001/X1ee/Xf7b,franzbauer,"Turning on the Lights: Constraints on ALMA-detected ""Dark"" Objects",2015.1.01288.S,1056.0,0,C,Phase1Submitted,uid://A001/X1ee/Xf7c,CL,0,uid___A001_X1ee_Xf7b.xml,1,947.0,7.9,0.0,0.0,3.4,1056,U,uid://A001/X200/Xff7
1188,uid://A001/X1ed/X84c,dianesalim,"Testing a universal, turbulence-regulated star formation rate law using ALMA",2015.1.00803.S,887.0,0,C,Phase1Submitted,uid://A001/X1ed/X84d,OTHER,0,uid___A001_X1ed_X84c.xml,3,3.0,1.2,0.0,0.0,0.0,887,U,uid://A001/X200/X75c
1189,uid://A001/X1ed/X3d1,lkhunt,Probing stellar feedback in an extreme low-metallicity starburst,2015.1.00468.S,102.0,0,A,Phase1Submitted,uid://A001/X1ed/X3d2,EU,0,uid___A001_X1ed_X3d1.xml,2,9.0,4.2,0.0,0.0,4.2,102,A,uid://A001/X200/X438
1190,uid://A001/X1e5/Xa,jeskj,Water released in a protostellar accretion burst,2015.1.00160.S,21154.0,0,D,Phase1Submitted,uid://A001/X1e5/Xb,EU,0,uid___A001_X1e5_Xa.xml,3,8.0,0.0,0.0,0.0,2.6,21154,O,uid://A001/X201/Xf6c
1191,uid://A001/X1ed/X6d5,kateylsu,Nature of the Dusty Disk Around the Helix Central Star,2015.1.00696.S,20868.0,0,D,Phase1Submitted,uid://A001/X1ed/X6d6,EA,0,uid___A001_X1ed_X6d5.xml,4,6.0,0.0,0.0,0.0,0.0,20868,O,uid://A001/X200/X1d8
1192,uid://A001/X1ee/X1397,shunya,Imaging of a Fragment of the Parent Cloud of the Galactic Circumnuclear Disk,2015.1.01529.S,857.0,0,C,Phase1Submitted,uid://A001/X1ee/X1398,EA,0,uid___A001_X1ee_X1397.xml,2,3.0,2.9,3.8,7.7,0.0,857,U,uid://A001/X200/X14cc
1193,uid://A001/X1ee/X7bf,isella,ALMA measurements of disk turbulence,2015.1.00755.S,92.0,0,B,Phase1Submitted,uid://A001/X1ee/X7c0,NA,0,uid___A001_X1ee_X7bf.xml,4,6.0,5.0,0.0,0.0,0.0,92,B,uid://A001/X201/X38b
1194,uid://A001/X1ed/Xe74,lihwai,CO(1-0) Observations of IFU Selected Green Valley Galaxies,2015.1.01225.S,548.0,0,B,Phase1Submitted,uid://A001/X1ed/Xe75,EA,0,uid___A001_X1ed_Xe74.xml,2,3.0,5.9,0.0,0.0,5.9,548,B,uid://A001/X200/Xea0
1195,uid://A001/X1ed/X929,iansmith,Studying the Late-Time Evolution of SN 1978K,2015.1.00869.S,200.0,0,B,Phase1Submitted,uid://A001/X1ed/X92a,NA,0,uid___A001_X1ed_X929.xml,5,7643.0,4.6,0.0,0.0,0.0,200,B,uid://A001/X201/X659
1196,uid://A001/X1ed/Xabc,dbrisbin,A survey of the [NII]205 um / [CII]ratio at z=1,2015.1.00981.S,87.0,0,A,Phase1Submitted,uid://A001/X1ed/Xabd,CL,0,uid___A001_X1ed_Xabc.xml,1,9.0,5.2,1.4,0.0,5.2,87,A,uid://A001/X200/Xde7
1197,uid://A001/X1ee/Xd43,dprincipe,Circumstellar Disks at 1-2 Myr: The Beginning of the End?,2015.1.01146.S,796.0,0,C,Phase1Submitted,uid://A001/X1ee/Xd44,CL,0,uid___A001_X1ee_Xd43.xml,4,6.0,3.4,0.0,0.0,0.0,796,C,uid://A001/X200/Xdef
1198,uid://A001/X1ed/X1433,songinseok,High Tau Debris Disks,2015.1.01544.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X1434,NA,0,uid___A001_X1ed_X1433.xml,4,7.0,1.9,0.0,0.0,0.0,1334,U,uid://A001/X200/X1550
1199,uid://A001/X1ed/X1441,folguinch,Linking the large and small scale density and kinematics in high-mass star formation,2015.1.01546.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X1442,EU,0,uid___A001_X1ed_X1441.xml,3,6.0,0.6,1.2,0.0,0.0,1442,U,uid://A001/X200/X1578
1200,uid://A001/X1ee/X141c,sschulze,Dust Emission of Super-Luminous Supernova Host Galaxies -  Analogues of Extreme Starbursts in the High-z Universe,2015.1.01550.S,1114.0,0,C,Phase1Submitted,uid://A001/X1ee/X141d,CL,0,uid___A001_X1ee_X141c.xml,2,7.0,5.7,0.0,0.0,0.0,1114,U,uid://A001/X200/X15a3
1201,uid://A001/X1ee/X13f1,lorenzoni,[CII]in merging systems at the highest redshifts,2015.1.01542.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X13f2,EU,0,uid___A001_X1ee_X13f1.xml,1,6.0,6.8,0.0,0.0,3.9,1422,U,uid://A001/X200/X1543
1202,uid://A001/X1ed/X145d,pschady,Is there a deficit of H2 gas in GRB host galaxies?,2015.1.01552.S,797.0,0,C,Phase1Submitted,uid://A001/X1ed/X145e,EU,0,uid___A001_X1ed_X145d.xml,1,73.0,5.9,0.0,0.0,0.0,797,U,uid://A001/X200/X15b1
1203,uid://A001/X1ee/X1432,egallo,THE MM SPECTRUM OF QUIESCENT BLACK HOLE X-RAY BINARIES,2015.1.01553.S,1010.0,0,C,Phase1Submitted,uid://A001/X1ee/X1433,NA,0,uid___A001_X1ee_X1432.xml,5,3.0,10.4,0.0,0.0,0.0,1010,U,uid://A001/X200/X15b5
1204,uid://A001/X1ee/Xf1,hatchell,Serpens first cores,2015.1.00246.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xf2,EU,0,uid___A001_X1ee_Xf1.xml,3,7.0,25.7,0.0,0.0,25.7,1429,U,uid://A001/X200/X14a
1205,uid://A001/X1ee/X224,dmardones,X marks the spot: outflow-infall interaction in B335,2015.1.00336.S,590.0,0,B,Phase1Submitted,uid://A001/X1ee/X225,CL,0,uid___A001_X1ee_X224.xml,3,6.0,4.0,8.0,15.9,0.0,590,B,uid://A001/X200/X8bc
1206,uid://A001/X1ee/Xe2e,cfaesi,NGC 6357: A Laboratory for Testing Modes of Star Formation,2015.1.01204.S,834.0,0,C,Phase1Submitted,uid://A001/X1ee/Xe2f,NA,0,uid___A001_X1ee_Xe2e.xml,3,3.0,7.3,14.7,14.6,0.0,834,U,uid://A001/X201/Xc36
1207,uid://A001/X1ed/X1464,hjohnson,From Star Forming Galaxies to Passive Spheroids: Gas Masses and Dynamics of Dusty Starbursts in Distant Galaxy Clusters,2015.1.01554.S,923.0,0,C,Phase1Submitted,uid://A001/X1ed/X1465,EU,0,uid___A001_X1ed_X1464.xml,2,6.0,5.1,0.0,0.0,0.0,923,U,uid://A001/X200/X15b8
1208,uid://A001/X1ed/X147a,skraus,The GW Ori PMS triple system as a laboratory to study gap-opening and hydrodynamic processes in planet-forming discs,2015.1.01560.S,463.0,0,C,Phase1Submitted,uid://A001/X1ed/X147b,EU,0,uid___A001_X1ed_X147a.xml,4,7.0,1.0,0.0,0.0,1.0,463,U,uid://A001/X200/X15e6
1209,uid://A001/X1ed/X1425,mayra,Characterizing Planet Formation in the Pre-Transitional Disk of HD 169142,2015.1.01540.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X1426,EU,0,uid___A001_X1ed_X1425.xml,4,647.0,6.9,0.0,0.0,0.0,1197,U,uid://A001/X200/X1536
1210,uid://A001/X1ee/Xd5f,agnoble,The first glimpse of CO 2-1 in z=1.6 cluster galaxies,2015.1.01151.S,407.0,0,C,Phase1Submitted,uid://A001/X1ee/Xd60,NA,0,uid___A001_X1ee_Xd5f.xml,1,3.0,13.3,0.0,0.0,0.0,407,C,uid://A001/X200/Xe0a
1211,uid://A001/X1e6/Xd,cxu,"Dense Gas, Starburst and AGN in NGC 34",2015.1.00159.S,763.0,0,C,Phase1Submitted,uid://A001/X1e6/Xe,NA,0,uid___A001_X1e6_Xd.xml,2,789.0,3.4,0.0,0.0,2.6,763,U,uid://A001/X201/Xf64
1212,uid://A001/X1ee/X613,jaehbae,Searching for infall-disk interactions in HL Tau,2015.1.00626.S,495.0,0,C,Phase1Submitted,uid://A001/X1ee/X614,NA,0,uid___A001_X1ee_X613.xml,4,6.0,4.9,0.0,0.0,0.0,495,C,uid://A001/X201/Xa9
1213,uid://A001/X1ee/X85d,scasassus,Dissecting lopsided protoplanetary dust traps,2015.1.00805.S,794.0,0,C,Phase1Submitted,uid://A001/X1ee/X85e,CL,0,uid___A001_X1ee_X85d.xml,4,34.0,5.2,0.0,0.0,4.7,794,C,uid://A001/X200/X773
1214,uid://A001/X1ee/X313,fcombes,Gas fueling and outflow around massive black holes,2015.1.00404.S,65.0,0,A,Phase1Submitted,uid://A001/X1ee/X314,EU,0,uid___A001_X1ee_X313.xml,2,7.0,6.2,0.0,0.0,0.0,65,A,uid://A001/X200/Xbef
1215,uid://A001/X1ed/X2db,bvenemans,Sub-kpc imaging of bright quasar host galaxies at z~7,2015.1.00399.S,38.0,0,A,Phase1Submitted,uid://A001/X1ed/X2dc,EU,0,uid___A001_X1ed_X2db.xml,1,6.0,7.0,0.0,0.0,0.0,38,A,uid://A001/X201/X68d
1216,uid://A001/X1ed/X763,claudiacicone,Filamentary inflows and QSO feedback traced by [CII]halos surrounding distant quasars,2015.1.00737.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X764,EU,0,uid___A001_X1ed_X763.xml,1,7.0,4.4,0.0,0.0,0.0,1314,U,uid://A001/X200/X372
1217,uid://A001/X1ed/X853,jpineda,First ALMA observations of young circumplanetary disks,2015.1.00806.S,212.0,0,B,Phase1Submitted,uid://A001/X1ed/X854,EU,0,uid___A001_X1ed_X853.xml,4,7.0,2.2,0.0,0.0,2.2,212,B,uid://A001/X201/X414
1218,uid://A001/X1ee/Xd3a,ezetre,Gas Contents of the Host Galaxies at z>3 X-ray Selected AGN in COSMOS,2015.1.01143.S,784.0,0,C,Phase1Submitted,uid://A001/X1ee/Xd3b,CL,0,uid___A001_X1ee_Xd3a.xml,1,6.0,7.0,0.0,0.0,0.0,784,U,uid://A001/X200/Xd6f
1219,uid://A001/X1ed/Xa8b,scovino,Peering at GRB shock micro-physics,2015.1.00967.T,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xa8c,EU,0,uid___A001_X1ed_Xa8b.xml,1,36.0,6.0,0.0,0.0,6.0,1145,U,uid://A001/X200/Xda8
1220,uid://A001/X1ed/Xaf1,rmaiolino,Extreme quasar feedback in the early Universe,2015.1.00997.S,76.0,0,B,Phase1Submitted,uid://A001/X1ed/Xaf2,EU,0,uid___A001_X1ed_Xaf1.xml,1,76.0,7.5,15.0,30.0,0.0,76,B,uid://A001/X200/Xee2
1221,uid://A001/X1ee/X14bf,inchone,Probing Episodic Accretion in Very Low Luminosity Objects,2015.1.01576.S,668.0,0,C,Phase1Submitted,uid://A001/X1ee/X14c0,EA,0,uid___A001_X1ee_X14bf.xml,3,3.0,5.8,0.0,0.0,0.0,668,C,uid://A001/X201/Xe96
1222,uid://A001/X1ee/Xb39,abayo,Resolving the debris disk and its structure around the young M dwarf TWA 7,2015.1.01015.S,378.0,0,B,Phase1Submitted,uid://A001/X1ee/Xb3a,CL,0,uid___A001_X1ee_Xb39.xml,4,7.0,3.8,0.0,0.0,0.0,378,B,uid://A001/X200/Xfbd
1223,uid://A001/X1ee/X933,mhughes,Who Stirs the Pot?  Resolving the Vertical Thickness of Debris Disks,2015.1.00866.S,532.0,0,C,Phase1Submitted,uid://A001/X1ee/X934,NA,0,uid___A001_X1ee_X933.xml,4,96.0,8.6,0.0,0.0,6.5,532,C,uid://A001/X200/Xadb
1224,uid://A001/X1ed/Xe12,soliver,Resolving the Herschel-SPIRE confusion,2015.1.01203.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xe13,EU,0,uid___A001_X1ed_Xe12.xml,1,7.0,5.9,0.0,0.0,0.0,1127,U,uid://A001/X201/Xbfd
1225,uid://A001/X1ee/X13f8,kevinlacaille,Unlensed HyLIRG systems from the South Pole Telescope 2500deg^2 survey,2015.1.01543.T,878.0,0,C,Phase1Submitted,uid://A001/X1ee/X13f9,NA,0,uid___A001_X1ee_X13f8.xml,1,347.0,2.9,0.0,0.0,0.0,878,C,uid://A001/X200/X154b
1226,uid://A001/X1ee/X863,fboone,Unveiling the nature of the reddest submillimeter sources in lensing cluster fields,2015.1.00807.S,206.0,0,B,Phase1Submitted,uid://A001/X1ee/X864,EU,0,uid___A001_X1ee_X863.xml,1,67.0,3.9,0.0,0.0,0.0,206,B,uid://A001/X200/X77d
1227,uid://A001/X1b1/X26,lkhaikala,Rosette Globulettes,2015.1.00057.S,729.0,0,C,Phase1Submitted,uid://A001/X1b1/X27,EU,0,uid___A001_X1b1_X26.xml,3,3467.0,6.3,1.1,0.0,0.0,729,C,uid://A001/X200/X140b
1228,uid://A001/X1ed/Xaaf,kjohnson,Understanding the Formation of Globular Clusters,2015.1.00977.S,334.0,0,B,Phase1Submitted,uid://A001/X1ed/Xab0,NA,0,uid___A001_X1ed_Xaaf.xml,3,67.0,6.3,0.0,0.0,0.0,334,B,uid://A001/X200/Xdcf
1229,uid://A001/X1ed/X873,salberts,Linking the ISM to Star Formation During an Epoch of Active Evolution in Galaxy Clusters,2015.1.00813.S,830.0,0,C,Phase1Submitted,uid://A001/X1ed/X874,NA,0,uid___A001_X1ed_X873.xml,1,6.0,8.0,0.0,0.0,0.0,830,C,uid://A001/X200/X7d5
1230,uid://A001/X1ee/Xb56,mgurwell,"High-Resolution Mapping of Titan's Atmospheric Composition, Dynamics and Temperature Near Southern Winter Solstice in Synergy with Cassini",2015.1.01023.S,178.0,0,B,Phase1Submitted,uid://A001/X1ee/Xb57,NA,0,uid___A001_X1ee_Xb56.xml,4,7.0,4.5,0.0,0.0,0.0,178,B,uid://A001/X200/X98d
1231,uid://A001/X1ed/Xac2,gbower,Do the Accretion Environments of Low Luminosity AGN Resemble that of Sgr A*?,2015.1.00983.S,997.0,0,C,Phase1Submitted,uid://A001/X1ed/Xac3,EA,0,uid___A001_X1ed_Xac2.xml,2,6.0,3.0,0.0,0.0,3.0,997,U,uid://A001/X200/Xe1c
1232,uid://A001/X1fd/X1,olefevre,VUDS_ALMA,2015.1.01613.S,90940.0,0,D,Phase1Submitted,uid://A001/X1fd/X2,EU,0,uid___A001_X1fd_X1.xml,1,7.0,14.5,0.0,0.0,0.0,90940,I,uid://A001/X200/X178d
1233,uid://A001/X1ee/Xb4f,acboley,The Inner Disc of HD141569: Spectral index in the submillimetre/millimetre and resolving the inner dust cavity,2015.1.01022.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xb50,NA,0,uid___A001_X1ee_Xb4f.xml,4,74.0,2.8,0.0,0.0,0.0,1408,U,uid://A001/X200/X989
1234,uid://A001/X1ed/X124e,muller,The molecular absorber toward B0218+357,2015.1.01442.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X124f,EU,0,uid___A001_X1ed_X124e.xml,1,437.0,6.9,0.0,0.0,0.0,1191,U,uid://A001/X201/Xb91
1235,uid://A001/X1ed/X1489,lmatra,On the unique 30 Myr-old HD21997 disk: secondary gas or evidence for outside-in photoevaporation?,2015.1.01562.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X148a,EU,0,uid___A001_X1ed_X1489.xml,4,7.0,3.8,7.6,0.0,0.0,1183,U,uid://A001/X201/Xe66
1236,uid://A001/X1ee/X14aa,aribas,Resolving truncated circumbinary disks in the nearby TW Hydrae association,2015.1.01573.S,730.0,0,C,Phase1Submitted,uid://A001/X1ee/X14ab,EU,0,uid___A001_X1ee_X14aa.xml,4,6.0,1.4,0.0,0.0,0.0,730,U,uid://A001/X200/X1642
1237,uid://A001/X1ee/X1463,dzliu,Resolved high-J CO Excitation in the highest-z Starburst+AGN Systems,2015.1.01561.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X1464,EU,0,uid___A001_X1ee_X1463.xml,1,46.0,5.8,0.0,0.0,0.0,1347,U,uid://A001/X201/Xe58
1238,uid://A001/X1ed/X131,jsaur,What shapes atmospheres within dense plasmas? Winds and structure of Io's atmosphere,2015.1.00270.S,322.0,0,C,Phase1Submitted,uid://A001/X1ed/X132,EU,0,uid___A001_X1ed_X131.xml,4,7.0,5.0,0.0,0.0,0.0,322,U,uid://A001/X200/X234
1239,uid://A001/X1ee/X6de,onayak,Census of Dense Gas in N159: Probing the Sites of Massive Star Formation,2015.1.00691.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X6df,NA,0,uid___A001_X1ee_X6de.xml,3,3.0,1.9,2.5,0.0,0.0,1350,U,uid://A001/X200/X1be
1240,uid://A001/X1ed/X752,ppilleri,Formation of large organic molecules in oxygen-rich planetary nebulae,2015.1.00730.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X753,EU,0,uid___A001_X1ed_X752.xml,5,6.0,4.8,0.0,0.0,0.0,1335,U,uid://A001/X200/X2ed
1241,uid://A001/X1ed/Xf9f,jboissier,The origin of comet water: HDO in bright comets,2015.1.01298.T,400.0,0,C,Phase1Submitted,uid://A001/X1ed/Xfa0,EU,0,uid___A001_X1ed_Xf9f.xml,4,8.0,2.7,0.0,0.0,2.7,400,U,uid://A001/X201/Xbe5
1242,uid://A001/X1ed/X31d,yasuhirooba,"Searching for ""Chiral"" Deuterated Glycine NH2CHDCOOH toward IRAS 16293-2422",2015.1.00414.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X31e,EA,0,uid___A001_X1ed_X31d.xml,3,3.0,6.5,0.0,0.0,0.0,1410,U,uid://A001/X201/X80
1243,uid://A001/X1ed/X1b2,ebergin,The 12C/13C Isotopic Ratio in Protoplanetary Disks,2015.1.00308.S,141.0,0,B,Phase1Submitted,uid://A001/X1ed/X1b3,NA,0,uid___A001_X1ed_X1b2.xml,3,7.0,6.0,0.0,0.0,0.0,141,B,uid://A001/X200/X646
1244,uid://A001/X1fc/X49,matus,Probing the dust and gas structure of z=3 galaxy SDP.81,2015.1.01607.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fc/X4a,EU,0,uid___A001_X1fc_X49.xml,1,39.0,10.4,0.0,0.0,10.4,1280,U,uid://A001/X200/X1765
1245,uid://A001/X1b3/X5f,irishpsychocath,Characterising the planet-sculpted gas around HD 100546,2015.1.00079.S,999999.0,0,C,Phase1Submitted,uid://A001/X1b3/X60,EU,0,uid___A001_X1b3_X5f.xml,4,7.0,7.4,0.0,0.0,0.0,1328,U,uid://A001/X200/X1497
1246,uid://A001/X1e5/X11,satoki,Anatomy of the AGN Jet-Driven Molecular Outflow and a Candidate Nuclear HCN Maser Disk in M51,2015.1.00161.S,1105.0,0,C,Phase1Submitted,uid://A001/X1e5/X12,EA,0,uid___A001_X1e5_X11.xml,2,3.0,3.4,0.0,0.0,3.4,1105,U,uid://A001/X201/Xf70
1247,uid://A001/X1ed/Xf5b,jkauffmann,The Origin of Structure in CMZ Molecular Clouds,2015.1.01283.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xf5c,EU,0,uid___A001_X1ed_Xf5b.xml,3,6.0,1.6,3.1,6.3,0.0,1435,U,uid://A001/X201/Xae9
1248,uid://A001/X1ed/X2c4,harada,CI observations toward compact molecular clouds associated with isolated intermediate- and high-mass YSOs in the LMC,2015.1.00393.S,94.0,0,A,Phase1Submitted,uid://A001/X1ed/X2c5,EA,0,uid___A001_X1ed_X2c4.xml,3,8.0,2.9,5.9,11.8,3.0,94,A,uid://A001/X200/Xb7a
1249,uid://A001/X1ee/X764,alessio,Understanding the role of turbulence in high-mass star formation,2015.1.00731.S,716.0,0,C,Phase1Submitted,uid://A001/X1ee/X765,EU,0,uid___A001_X1ee_X764.xml,3,3.0,8.6,0.0,0.0,0.0,716,U,uid://A001/X200/X2fc
